date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	11:40:07 AM	300.37	15677.661133	NaN	0.535758	NaN	
12/13/2016	11:40:08 AM	301.30	18535.564453	NaN	1.507524	NaN	
12/13/2016	11:40:09 AM	302.25	16148.580078	NaN	1.488897	NaN	
12/13/2016	11:40:10 AM	303.34	17566.048828	NaN	0.854887	NaN	
12/13/2016	11:40:11 AM	304.53	14823.256836	NaN	0.792120	NaN	
12/13/2016	11:40:12 AM	305.20	12924.446289	NaN	1.260714	NaN	
12/13/2016	11:40:13 AM	306.50	17093.884766	NaN	1.359952	NaN	
12/13/2016	11:40:14 AM	307.39	12702.638672	NaN	0.632691	NaN	
12/13/2016	11:40:15 AM	308.47	15562.430664	NaN	1.351486	NaN	
12/13/2016	11:40:16 AM	309.34	13271.495117	NaN	0.790645	NaN	
12/13/2016	11:40:17 AM	310.19	13624.019531	NaN	1.334311	NaN	
12/13/2016	11:40:18 AM	311.27	12837.405273	NaN	1.016268	NaN	
12/13/2016	11:40:19 AM	312.14	14902.395508	NaN	0.996555	NaN	
12/13/2016	11:40:20 AM	313.62	14230.655273	NaN	0.813296	NaN	
12/13/2016	11:40:21 AM	314.11	15309.301758	NaN	0.833364	NaN	
12/13/2016	11:40:22 AM	315.19	10958.306641	NaN	0.752880	NaN	
12/13/2016	11:40:23 AM	316.47	12665.037109	NaN	2.251742	NaN	
12/13/2016	11:40:24 AM	317.09	13541.751953	NaN	1.109271	NaN	
12/13/2016	11:40:25 AM	318.19	13551.591797	NaN	1.146536	NaN	
12/13/2016	11:40:26 AM	319.25	11239.007812	NaN	2.218846	NaN	
12/13/2016	11:40:27 AM	320.12	10572.706055	NaN	0.602664	NaN	
12/13/2016	11:40:28 AM	321.22	11477.957031	NaN	0.821310	NaN	
12/13/2016	11:40:29 AM	322.09	10148.671875	NaN	1.122669	NaN	
12/13/2016	11:40:30 AM	323.17	8349.228516	NaN	0.537665	NaN	
12/13/2016	11:40:31 AM	324.25	7675.455566	NaN	1.551209	NaN	
12/13/2016	11:40:32 AM	325.12	8984.018555	NaN	0.624223	NaN	
12/13/2016	11:40:33 AM	326.22	5769.456055	NaN	0.789935	NaN	
12/13/2016	11:40:34 AM	327.30	7900.907227	NaN	0.603354	NaN	
12/13/2016	11:40:35 AM	328.37	8123.828613	NaN	0.793055	NaN	
12/13/2016	11:40:36 AM	329.20	8150.231934	NaN	1.091285	NaN	
12/13/2016	11:40:37 AM	330.28	6061.174316	NaN	1.435486	NaN	
12/13/2016	11:40:38 AM	331.17	7725.692871	NaN	1.114196	NaN	
12/13/2016	11:40:39 AM	332.23	6408.694824	NaN	0.965185	NaN	
12/13/2016	11:40:40 AM	333.12	7768.830566	NaN	0.849865	NaN	
12/13/2016	11:40:41 AM	334.20	6670.277344	NaN	0.605711	NaN	
12/13/2016	11:40:42 AM	335.27	6202.944336	NaN	1.470404	NaN	
12/13/2016	11:40:43 AM	336.12	4957.773437	NaN	1.009493	NaN	
12/13/2016	11:40:44 AM	337.20	3676.867920	NaN	1.853796	NaN	
12/13/2016	11:40:45 AM	338.28	7082.528809	NaN	1.111445	NaN	
12/13/2016	11:40:46 AM	339.09	6059.574219	NaN	0.769022	NaN	
12/13/2016	11:40:47 AM	340.16	5102.267578	NaN	1.161295	NaN	
12/13/2016	11:40:48 AM	341.22	4876.379395	NaN	1.691677	NaN	
12/13/2016	11:40:49 AM	342.28	5578.048340	NaN	1.684540	NaN	
12/13/2016	11:40:50 AM	343.14	2709.460205	NaN	0.814315	NaN	
12/13/2016	11:40:51 AM	344.22	3893.775635	NaN	0.486497	NaN	
12/13/2016	11:40:52 AM	345.28	4136.875488	NaN	1.959607	NaN	
12/13/2016	11:40:53 AM	346.16	3437.219238	NaN	0.654596	NaN	
12/13/2016	11:40:54 AM	347.23	3100.098633	NaN	0.699453	NaN	
12/13/2016	11:40:55 AM	348.11	4436.957520	NaN	0.675573	NaN	
